"","PROVIDER_ID","L1","L2","L3"
"387","817691BF-AFC1-4F4D-9147-8654534CD7D8","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"388","A8AC4C67-7242-4962-9E1E-9821A1ACF890","Other Service Providers","Naturopath","General - Not specified"
"389","5E9C21DD-6F1A-4181-BE46-7287B747E572","Pharmacy Service Providers","Pharmacist","General - Not specified"
"390","DBD6C660-4A6B-4F07-844A-918916524745","Nursing Service Providers","Registered Nurse","General - Not specified"
"391","DDF0DF52-8A35-43D4-AC57-54794C003E8C","Allopathic & Osteopathic Physicians","Obstetrics & Gynecology","General - Not specified"
"392","72877CBA-EFB4-4E38-85A1-4FA4519412C3","Dietary & Nutritional Service Providers","Dietitian, Registered","General - Not specified"
"393","E5AA84E4-232D-4124-BBCB-895479C8EC77","Respiratory, Developmental, Rehabilitative and Restorative Service Providers","Physical Therapist","General - Not specified"
"394","40E3F958-2A1D-4FF4-9612-97B6B07B8F71","Student, Health Care","Student in an Organized Health Care Education/Training Program","General - Not specified"
"395","7F93BCAB-E629-4934-BB2D-93BB2909C88B","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"396","A707E693-C98D-4C49-A8D8-D39C9BA9235E","Behavioral Health & Social Service Providers","Social Worker","Clinical"
"397","D6F7580B-C578-4594-B135-C1C4DC1D933E","Student, Health Care","Student in an Organized Health Care Education/Training Program","General - Not specified"
"398","C43CBDAC-56F0-4EE6-8915-261E9C84FBD1","Eye and Vision Services Providers","Optometrist","General - Not specified"
"399","C26F38EC-621B-403A-A236-1A36DE5EA211","Other Service Providers","Naturopath","General - Not specified"
"400","E26DB5AF-82C8-4AA1-84D5-8A4465D2BBBE","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"401","3DCA5913-0E89-4822-A967-9FEB4FCBA5DD","Behavioral Health & Social Service Providers","Counselor","Mental Health"
"402","67F2B11C-6CCF-4C08-A1C9-D8E0486F42B7","Behavioral Health & Social Service Providers","Psychologist","General - Not specified"
"403","1129BE1D-94A2-4222-9214-1F17F6835110","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","General - Not specified"
"404","90817BE3-54BC-499B-8F4A-70EA37390016","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"405","504FD30A-B20D-42C1-A516-13C762E64C55","Allopathic & Osteopathic Physicians","Orthopaedic Surgery","Foot and Ankle Surgery"
"406","6BD9AA11-0128-40F9-BE1F-0FD1981461D5","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"407","24E478A6-C481-4582-898D-51D723204B04","Physician Assistants & Advanced Practice Nursing Providers","Physician Assistant","Medical"
"408","E15B8821-5983-4B49-8F4C-AE86E0C93EFC","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"409","AADD4DE1-B2BF-472E-940C-844CEAEEEA9E","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"410","A065F151-7D16-4380-B119-887EE098D201","Allopathic & Osteopathic Physicians","Psychiatry & Neurology","Psychiatry"
"411","C073D8A3-4F12-4213-B0DB-4FB158049ABD","Behavioral Health & Social Service Providers","Social Worker","Clinical"
"412","BE748448-7AEC-4381-88D2-97E01E4C80CF","Physician Assistants & Advanced Practice Nursing Providers","Physician Assistant","General - Not specified"
"413","CF75670F-E6AF-4DA2-8A69-3BB42DA0AA2E","Allopathic & Osteopathic Physicians","Psychiatry & Neurology","Child & Adolescent Psychiatry"
"414","208D7A62-16C4-41EE-AA8D-EAF95BD8530C","Behavioral Health & Social Service Providers","Social Worker","Clinical"
"415","BBD1010E-6753-435F-92A1-148F7A84F490","Behavioral Health & Social Service Providers","Counselor","Mental Health"
"416","B0E4A27A-CA5B-450C-A972-0B4D90875A20","Allopathic & Osteopathic Physicians","Obstetrics & Gynecology","Gynecology"
"417","3D6D2C72-6DD3-4FF3-B368-653E11579C4B","Dental Providers","Dentist","General Practice"
"418","8708F822-94EE-4788-A8D0-DA2BECD59147","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"419","F5612C15-A040-4FD8-9AF5-0CCA8EC8B23E","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"420","E3CCE81A-A8D1-4189-B58F-028FAF89A7CA","Behavioral Health & Social Service Providers","Counselor","Mental Health"
"421","952150C2-DBEB-450C-82AD-EC8D2EA24FD2","Other Service Providers","Naturopath","General - Not specified"
"422","286B557D-46CB-4804-ABA0-0DC34C21C70D","Other Service Providers","Interpreter","General - Not specified"
"423","9A4A8CFC-6CAF-4AC4-A2B2-A394C77BFD0F","Physician Assistants & Advanced Practice Nursing Providers","Physician Assistant","General - Not specified"
"424","288963B9-54C9-487B-A286-C26A72230BC8","Allopathic & Osteopathic Physicians","Orthopaedic Surgery","General - Not specified"
"425","757AB468-21BF-422B-8FE4-E5FDD64AB67F","Behavioral Health & Social Service Providers","Counselor","Addiction (Substance Use Disorder)"
"426","B339C311-75C8-4BD5-ACB2-6A709E899F1B","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"427","DD703D49-6FC4-49BF-8FA6-A57E07BEACD0","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"428","036AC288-5562-40BF-B8A4-533185744198","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"429","FC32B2CD-F301-4A68-82C9-1150FA9BF3CC","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"430","DBE05399-4CD0-4028-A125-31C07FA6E864","Student, Health Care","Student in an Organized Health Care Education/Training Program","General - Not specified"
"431","B56D4E06-F7CF-4E86-A068-C8DF5993DC4B","Behavioral Health & Social Service Providers","Counselor","Addiction (Substance Use Disorder)"
"432","4A5DBF13-4648-41B5-97CA-D95BE8BD4B72","Allopathic & Osteopathic Physicians","Psychiatry & Neurology","Child & Adolescent Psychiatry"
"433","F4A7AF8A-6F6F-43CF-A417-C548CC681FA6","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"434","43BAB28D-E361-40C9-9E87-7B8D119CC1A5","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"435","5FC86A42-A1D6-4F44-BEFA-2FF6D93255DD","Eye and Vision Services Providers","Optometrist","General - Not specified"
"436","EB4FCF19-9901-4DB0-AC79-C1C206F1885D","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"437","BF4C2378-07C0-4264-AEF6-FFDF3A388185","Dental Providers","Dentist","General - Not specified"
"438","80FF92C2-C3A8-46BF-ADB5-ACCD123260E7","Allopathic & Osteopathic Physicians","Psychiatry & Neurology","Psychiatry"
"439","B22DEF9B-D207-4B91-98EF-93F24C8F409B","Allopathic & Osteopathic Physicians","Pediatrics","Adolescent Medicine"
"440","0FCC93EF-85F7-484C-8156-63B321744EAE","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"441","946BA0B1-E77A-4764-B688-0F027C03BA86","Behavioral Health & Social Service Providers","Social Worker","Clinical"
"442","F0940BA5-3633-4F7D-840F-CFC352DD2BF7","Other Service Providers","Naturopath","General - Not specified"
"443","327D9215-CB79-4062-A050-C9146E323CC4","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","General - Not specified"
"444","45815298-F5F2-4BAA-98B5-5C390B9688FE","Nursing Service Providers","Registered Nurse","General - Not specified"
"445","9973729D-D35D-4047-888F-D43BE788680A","Behavioral Health & Social Service Providers","Psychologist","Clinical"
"446","D3ACC43B-BB08-4FC5-9A74-1129EA1FE1F7","Allopathic & Osteopathic Physicians","Pediatrics","General - Not specified"
"447","E4FBA883-7F60-4C7E-8CD4-9289D9844C32","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"448","0DF44275-0C86-4692-803D-8021D74C4520","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"449","C1F8090D-6905-4F14-837E-A8CD545F0543","Dental Providers","Dental Hygienist","General - Not specified"
"450","B9FD3762-0653-46AE-8701-9CA61AB745A5","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"451","3550F986-55C4-4206-97B7-10102A4D2406","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"452","91EFCC28-EBFB-4913-AAC9-0A50A126F93A","Eye and Vision Services Providers","Optometrist","General - Not specified"
"453","76491E47-88E8-41BD-9F9A-B4D5E2F29435","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"454","5604765B-D7D5-4798-8C06-D6D6155FFD68","Behavioral Health & Social Service Providers","Counselor","Professional"
"455","2F6EF600-1A08-4A58-9A13-791A5129EB7B","Dental Providers","Dental Hygienist","General - Not specified"
"456","5D3F1F92-4669-4F7E-933C-FA81EB63886A","Pharmacy Service Providers","Pharmacist","General - Not specified"
"457","C849E732-4AE1-449A-912B-D9402CC68C95","Chiropractic Providers","Chiropractor","General - Not specified"
"458","DD0241E1-0F18-449A-9035-470DEC97545E","Behavioral Health & Social Service Providers","Social Worker","Clinical"
"459","D4697D38-076E-4213-AAB4-C065F3BC3CD5","Other Service Providers","Case Manager/Care Coordinator","General - Not specified"
"460","0464CA74-5729-456C-B9AC-A607FE0FE93B","Other Service Providers","Naturopath","General - Not specified"
"461","862F860A-678F-46F4-8CE9-90840AB29493","Ambulatory Health Care Facilities","Clinic/Center","Federally Qualified Health Center (FQHC)"
"462","AC13C6A8-D0C7-49E1-B6B5-16EF1A16DB6B","Behavioral Health & Social Service Providers","Psychologist","General - Not specified"
"463","43B2A84E-9DA2-4AFC-B89C-512A819738A0","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Pediatrics"
"464","2B1A6DD6-9474-4BC7-A21A-9A0ECF051DA4","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","General - Not specified"
"465","5FDB8D9B-8BA6-4DB6-8784-AC8DF8F634A8","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"466","841645A5-5C4D-427C-B90A-465F65F61807","Behavioral Health & Social Service Providers","Counselor","Mental Health"
"467","E22F5880-DAB2-4746-85D7-A9D0776C6149","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"468","699B1C65-DB83-4A26-8643-9AAC0A390CBE","Nursing Service Providers","Registered Nurse","Ambulatory Care"
"469","EAEF49E6-A9D1-40C6-AC9C-3858F04E262F","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"470","156955C4-2B13-4E1D-9912-5B3DC38BE528","Allopathic & Osteopathic Physicians","Obstetrics & Gynecology","General - Not specified"
"471","6A95DC83-1524-4C1C-9157-D8C34835C0BE","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"472","6D0D3393-284C-46BB-8ADF-0512A3C2518D","Dental Providers","Dentist","General Practice"
"473","CC6346EE-C0BC-4992-9A96-A8FB6A3B85B3","Physician Assistants & Advanced Practice Nursing Providers","Physician Assistant","General - Not specified"
"474","670AD56D-E94F-46CB-ACA0-DFD828257942","Ambulatory Health Care Facilities","Clinic/Center","Federally Qualified Health Center (FQHC)"
"475","DB03E8DA-5422-4871-85D6-9F5D7DD05B8D","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"476","E5271012-C7C9-4DB0-9B78-6695128E9B8B","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"477","FAAC3B54-046D-4616-9C37-527BB8E04264","Allopathic & Osteopathic Physicians","Obstetrics & Gynecology","General - Not specified"
"478","4A23B821-A655-4AC1-B01E-75D04D9DF6D7","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"479","C3A50C51-FB4B-4CCC-9F0D-1E7CFF689F9B","Allopathic & Osteopathic Physicians","Psychiatry & Neurology","Psychiatry"
"480","E10CCBC2-7E0B-4E4E-ABE5-3751EB0B9745","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"481","613AC1C5-1699-4A8D-A597-6D6BE51ABB8F","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"482","258932D2-A3A2-4D27-A15D-9D1195CE2E7A","Allopathic & Osteopathic Physicians","Psychiatry & Neurology","Psychiatry"
"483","5396346B-6CCE-42BD-BEA4-2A5FE70B9483","Dental Providers","Dentist","General - Not specified"
"484","65CA705A-288C-4E4A-AD61-5EA40776F867","Allopathic & Osteopathic Physicians","Psychiatry & Neurology","Psychiatry"
"485","E8B29864-B758-4AB4-96C3-29686F2B7B09","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"486","FCDAA32D-1B89-4612-B204-C205A6EAA6CB","Allopathic & Osteopathic Physicians","Obstetrics & Gynecology","General - Not specified"
"487","87805F42-DAE5-42F0-9EB5-33E02B9CFC3E","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"488","35E94141-D604-43D9-A368-5152FDCE6D55","Behavioral Health & Social Service Providers","Counselor","Mental Health"
"489","712233C9-6DA4-487F-8206-D76B52DF010B","Ambulatory Health Care Facilities","Clinic/Center","Federally Qualified Health Center (FQHC)"
"490","2B523DAB-947D-4F22-B4F4-6E6252ED3DF2","Nursing Service Providers","Registered Nurse","General - Not specified"
"491","BE302945-58AA-4627-84B7-2622998F96A7","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"492","FDC58B3B-5F3B-403A-9E07-7ED3253381D6","Behavioral Health & Social Service Providers","Psychologist","General - Not specified"
"493","C2455F03-FD9E-41EA-A9B3-3D3B187C7158","Pharmacy Service Providers","Pharmacist","Pharmacist Clinician (PhC)/ Clinical Pharmacy Specialist"
"494","06DA71C7-D13B-4C93-A0AD-1446CE78E7AC","Allopathic & Osteopathic Physicians","Obstetrics & Gynecology","General - Not specified"
"495","E398403D-1808-482F-8B39-6CCFAA93F649","Physician Assistants & Advanced Practice Nursing Providers","Physician Assistant","General - Not specified"
"496","9533ABD0-CB15-4365-93F9-7E44891BE74B","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"497","EC0ED56D-4DA6-43E0-B3D5-AD18F3A63D37","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"498","9F042018-B2EF-43E4-8367-08909345541E","Dental Providers","Dentist","General Practice"
"499","8062ABD0-B830-443C-A7FD-0AFBE36F1B27","Allopathic & Osteopathic Physicians","Psychiatry & Neurology","Neurology"
"500","B25655AF-75F3-4109-9DBD-2D15D2BBB1D6","Behavioral Health & Social Service Providers","Counselor","Mental Health"
"501","897E5157-AB15-429B-97BE-4F6C247C3C38","Nursing Service Providers","Registered Nurse","Psych/Mental Health"
"502","E6B486CF-7834-42DB-9C50-F152C79784D6","Student, Health Care","Student in an Organized Health Care Education/Training Program","General - Not specified"
"503","56D1702C-AE9A-44BD-B39D-9053544A36E3","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"504","7B785CD4-FAE2-4F99-895D-CBD1680AA3C2","Physician Assistants & Advanced Practice Nursing Providers","Physician Assistant","Medical"
"505","887A3315-650E-4187-AE4F-F71CBB5EA664","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"506","2A60D4BC-E57C-4F21-B27A-1681EA38F807","Other Service Providers","Community Health Worker","General - Not specified"
"507","764BADA1-717A-4395-816D-21FD9BFC4F7F","Allopathic & Osteopathic Physicians","General Practice","General - Not specified"
"508","C95C92A8-65D3-4CE6-BA0E-0F27C99A516B","Behavioral Health & Social Service Providers","Counselor","Mental Health"
"509","E2762BE7-7420-4975-B056-6AF93D4115BF","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"510","3756C324-0041-47EB-91C5-6AB5331997EF","Physician Assistants & Advanced Practice Nursing Providers","Physician Assistant","General - Not specified"
"511","39085CC5-7031-49A5-BC51-C78B909ED447","Pharmacy Service Providers","Pharmacist","General - Not specified"
"512","DFF9924E-0FF2-42FB-99C2-1FFDF5849AF3","Student, Health Care","Student in an Organized Health Care Education/Training Program","General - Not specified"
"513","02BF86B4-0D95-436F-BB25-D41897CD9F22","Behavioral Health & Social Service Providers","Counselor","Professional"
"514","41274770-3A0B-448D-B024-D61CF70728B4","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","General - Not specified"
"515","D253BF75-C27E-4E3D-8E55-20E9E242C887","Allopathic & Osteopathic Physicians","Psychiatry & Neurology","Psychiatry"
"516","0A6C207C-1F67-4642-BBC5-3688D08370CB","Behavioral Health & Social Service Providers","Counselor","Mental Health"
"517","4D257C9C-FF4D-4782-8E8D-2E7159E5951A","Behavioral Health & Social Service Providers","Social Worker","Clinical"
"518","5F9BE13B-0799-4666-A26F-725C457C238A","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"519","C472D6DB-CEB8-4172-9BB1-D96395C2ABB9","Allopathic & Osteopathic Physicians","Internal Medicine","Endocrinology, Diabetes & Metabolism"
"520","BED744F5-0656-4B72-997F-3D2E73D50C8A","Eye and Vision Services Providers","Optometrist","General - Not specified"
"521","C02EFEA7-C5E2-4F1A-A8AB-540CA6F20EAB","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"522","401A5608-B9EE-4AC4-9C1C-31F2180BEF65","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"523","552133F5-BED0-4602-A946-B63EBA9A3FEF","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"524","24542AF6-4171-4059-96F2-6A760165C9AF","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"525","A45F0CB7-9D11-4C3E-9310-A57C2F87D8CF","Behavioral Health & Social Service Providers","Social Worker","Clinical"
"526","8FB61A3A-AD48-4766-8DD1-CBBBAA5D15B7","Nursing Service Providers","Registered Nurse","General - Not specified"
"527","BE204C9E-336E-4D88-9E1E-EE77EF7500D4","Dental Providers","Dentist","General Practice"
"528","987D979D-1267-4721-A8CA-6643751E435F","Physician Assistants & Advanced Practice Nursing Providers","Advanced Practice Midwife","General - Not specified"
"529","E6101D62-0CDD-4C10-B72A-122383F2C453","Allopathic & Osteopathic Physicians","Anesthesiology","General - Not specified"
"530","2DD2E221-2C2B-4EDE-ADAC-0D82B28A3BB2","Behavioral Health & Social Service Providers","Social Worker","Clinical"
"531","2905AA02-ED7F-4384-A890-198BA60AA67D","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"532","4ECDF117-1DD6-43E3-852E-576E41C70201","Allopathic & Osteopathic Physicians","Orthopaedic Surgery","General - Not specified"
"533","ED99343D-25F5-4892-A986-15045BFB7888","Dental Providers","Dentist","General - Not specified"
"534","F2F239F5-82F7-4C7F-A7BE-BCD0F1339283","Behavioral Health & Social Service Providers","Counselor","Mental Health"
"535","0E6097E3-489F-4131-98FD-5C218FCEAED3","Allopathic & Osteopathic Physicians","Ophthalmology","General - Not specified"
"536","72D061BA-0A54-40CB-BFF0-F7F95EF4731A","Allopathic & Osteopathic Physicians","Internal Medicine","Nephrology"
"537","678279C8-76E2-49EA-8DF6-23717B215A0D","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","General - Not specified"
"538","189CB4EB-AC7D-478C-8968-69CE00FF3EA4","Allopathic & Osteopathic Physicians","Psychiatry & Neurology","Psychiatry"
"539","C32A79EB-5CD6-4B59-A93A-0C6A1EDDCCE0","Student, Health Care","Student in an Organized Health Care Education/Training Program","General - Not specified"
"540","3F5B0FE4-2C24-40D8-BF98-FF5B75EDF6CA","Nursing Service Providers","Licensed Vocational Nurse","General - Not specified"
"541","DA07D64E-359F-4E57-8AB1-B668A24717EB","Ambulatory Health Care Facilities","Clinic/Center","Federally Qualified Health Center (FQHC)"
"542","FC655D78-528D-4377-A3AB-A0F12D0BCFDA","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"543","67586EF3-E92C-4CE8-96B0-2A042548AFD8","Dietary & Nutritional Service Providers","Dietitian, Registered","General - Not specified"
"544","26C02A2C-C556-488F-AD5C-98464FD811E2","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","General - Not specified"
"545","AA67DB53-AFED-40A8-9CFA-8AC9A8F38825","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Psych/Mental Health"
"546","F34A3543-7B50-465A-B604-12B7E3CA1C2A","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Psych/Mental Health"
"547","C7BE64E2-92A5-4BA3-A9FE-82B8699710D4","Behavioral Health & Social Service Providers","Psychologist","Clinical"
"548","32E630F6-49B3-4320-994C-850EFB42B25B","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","General - Not specified"
"549","5A0D2233-AFD2-49EB-8365-29A86B5C3714","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"550","83CF4F9D-FC01-4056-969B-113C57D20111","Nursing Service Providers","Registered Nurse","Community Health"
"551","762F7B0A-E8F5-4CA1-8EDE-4C405D867BF2","Nursing Service Providers","Registered Nurse","General - Not specified"
"552","C94459D0-B1F9-4B56-8207-AD98C57C671E","Other Service Providers","Naturopath","General - Not specified"
"553","7E13E0A4-BE70-4FAC-9FD5-C4FB2456B4F4","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"554","0DB2DE14-6B81-4A7B-BE5D-44AE8C0BA9BD","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"555","1A572259-A88D-4454-BC3B-03BAAB4EB165","Allopathic & Osteopathic Physicians","Pediatrics","General - Not specified"
"556","6A569CD2-1A07-435D-ABA1-43041B0EFE97","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Women's Health"
"557","BDD5395A-D73F-43BD-8053-D1324D6723C9","Dental Providers","Dentist","General - Not specified"
"558","CAEF9934-F53A-41F6-885E-226DACF594C9","Student, Health Care","Student in an Organized Health Care Education/Training Program","General - Not specified"
"559","383287AE-3006-4CA4-9D21-016593E61E30","Nursing Service Providers","Registered Nurse","General - Not specified"
"560","8FA13013-F8B7-49E9-8E2B-CF0B1671270D","Behavioral Health & Social Service Providers","Psychologist","Clinical Child & Adolescent"
"561","190C2EDA-3274-48C9-9B77-15A0B26E1BE0","Ambulatory Health Care Facilities","Clinic/Center","Public Health, State or Local"
"562","9BA7FEFF-A57D-46CD-8900-D564D743CE84","Behavioral Health & Social Service Providers","Counselor","Mental Health"
"563","C2416F57-B371-4778-B06B-765FB980FD7E","Allopathic & Osteopathic Physicians","Obstetrics & Gynecology","General - Not specified"
"564","555C771E-B408-46DA-ABA5-8C6B8C09BA54","Physician Assistants & Advanced Practice Nursing Providers","Advanced Practice Midwife","General - Not specified"
"565","A7954CD8-58BA-4F3E-BC8C-AC152E03D415","Allopathic & Osteopathic Physicians","Obstetrics & Gynecology","General - Not specified"
"566","F6368CA2-70F2-447F-B614-C7F6E3F4DEAB","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"567","0711829C-DDFF-438E-9BB7-B78B59914441","Physician Assistants & Advanced Practice Nursing Providers","Advanced Practice Midwife","General - Not specified"
"568","BB833A49-011C-4D83-B7B8-0F98B4B96C7C","Dietary & Nutritional Service Providers","Dietitian, Registered","General - Not specified"
"569","5F560E4D-F704-4EF9-98FF-54A522EB0DB6","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Community Health"
"570","1F5EE608-B9D2-4C5D-80E7-6D22B71437B5","Behavioral Health & Social Service Providers","Social Worker","Clinical"
"571","D7A5B1B0-EC5A-4913-9E0E-D9B8E923E69F","Respiratory, Developmental, Rehabilitative and Restorative Service Providers","Occupational Therapist","General - Not specified"
"572","4E432F97-FDFF-424B-B7B9-F9540B2109DC","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"573","E056E11D-3EF5-49F2-99B5-39E002DFEFEE","Nursing Service Providers","Registered Nurse","General - Not specified"
"574","14EB2810-612D-4258-9BF4-294952A35BE0","Dental Providers","Dentist","General Practice"
"575","4BAF14A4-B5BC-41C3-80C9-D682E4740498","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"576","450A0F98-2A2A-4103-9C96-8CE0FFB5B2AD","Behavioral Health & Social Service Providers","Counselor","General - Not specified"
"577","D07512F6-AA1A-4280-8164-12B3E5C59D53","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"578","BF407143-AEF6-421B-A625-8EB9E22DC92A","Student, Health Care","Student in an Organized Health Care Education/Training Program","General - Not specified"
"579","A5F61BA9-79EB-47D7-A9EB-01C441040C22","Dietary & Nutritional Service Providers","Nutritionist","General - Not specified"
"580","FA5E5ED0-7673-4437-8E89-067BBDDD1935","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"581","4CCE7607-1FFE-4290-AB13-BB170A83393C","Allopathic & Osteopathic Physicians","Pediatrics","General - Not specified"
"582","28D98706-53F8-46F9-B693-FD2FE8438BDC","Other Service Providers","Case Manager/Care Coordinator","General - Not specified"
"583","7BFD6FCF-B429-446D-8244-19180F14F12E","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"584","300E95A8-5F55-4DCE-95BE-DF9199D2BCFD","Allopathic & Osteopathic Physicians","Obstetrics & Gynecology","General - Not specified"
"585","D8ED1D51-0EA5-48BF-944A-190860460492","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Psych/Mental Health"
"586","69703378-85B2-4A44-9EEC-2E42651D164B","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Family"
"587","20032578-B009-4CB8-9EFC-67CF48B6F1F3","Allopathic & Osteopathic Physicians","Dermatology","General - Not specified"
"588","E8A8E1C2-5F86-47A6-9B1F-FEE92E660D05","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"589","4EB180F1-B7C0-4E0A-83E6-D19BE72CA0CD","Other Service Providers","Genetic Counselor, MS","General - Not specified"
"590","FE32BFB7-8FCB-4708-A6E0-4E544FB242AB","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","General - Not specified"
"591","E843BC0B-2E9B-4951-9B23-A847D6AF1EB1","Other Service Providers","Naturopath","General - Not specified"
"592","4C157C01-4121-48DA-AFD6-7FE8FAD07825","Other Service Providers","Acupuncturist","General - Not specified"
"593","90D8F420-7FF2-4808-91AE-EC472870E9A2","Podiatric Medicine & Surgery Service Providers","Podiatrist","Foot Surgery"
"594","BD731D53-107A-45E6-AB7F-5B24AC8D9F58","Allopathic & Osteopathic Physicians","Internal Medicine","General - Not specified"
"595","49127560-49FA-4A4E-95D8-2BEF34A7C0F0","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Adult Health"
"596","CE0D2111-C0C7-479C-9593-7E3B402E9A6A","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","General - Not specified"
"597","33158553-E359-49E7-95C8-1ED2DA7BBF01","Allopathic & Osteopathic Physicians","Hospitalist","General - Not specified"
"598","973DBA1B-1943-4931-81DA-A811B3847782","Behavioral Health & Social Service Providers","Counselor","General - Not specified"
"599","DB5192BC-BA46-4DB1-8955-74CE259DC71E","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"600","63FE5007-19BB-4A7C-B68B-261B779192CD","Dietary & Nutritional Service Providers","Dietitian, Registered","General - Not specified"
"601","5FC3A68C-4B52-4FAB-BFB8-7E4DF98758B9","Allopathic & Osteopathic Physicians","Pediatrics","General - Not specified"
"602","7C188648-C528-40E1-8DD1-77185DD63017","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"603","908D344C-F0D7-4D35-95D3-0822B16D2BCF","Allopathic & Osteopathic Physicians","Family Medicine","General - Not specified"
"604","27672888-130A-45C0-996E-50989BA65168","Allopathic & Osteopathic Physicians","Internal Medicine","Pulmonary Disease"
